Carrier,Carrier_Clustered,carrier_size
DRY BULK HANDY HOLDINGS INC,DRY BULK HANDY HOLDINGS INC,medium
DRY BULK SINGAPORE PTE LTD,DRY BULK SINGAPORE PTE LTD,medium
DSHIP CARRIERS GMBH & CO KG,DSHIP CARRIERS GMBH & CO KG,small
DSM SHIPMANAGEMENT CO,DSM SHIPMANAGEMENT CO,small
DSV OCEAN TRANSPORT A/S,DSV OCEAN TRANSPORT,huge
DSV OCEAN TRANSPORT,DSV OCEAN TRANSPORT,huge
DT LOGISTICS (HK) LTD,DT LOGISTICS (HK) LTD,large
6DUNAVANT LOGISTICS GROUP LLC,DUNAVANT LOGISTICS GROUP LLC,medium
DUNAVANT LOGISTICS GROUP LLC,DUNAVANT LOGISTICS GROUP LLC,medium
DUNLAP TOWING COMPANY,DUNLAP TOWING COMPANY,micro
DYNA INTERNATIONAL SHIPPING LIMITED,DYNA INTERNATIONAL SHIPPING LIMITED,micro
DYNA LOGISTICS INC,DYNA LOGISTICS INC,small
DYNALINK SYSTEMS INC,DYNALINK SYSTEMS INC,small
DYNAMIC NETWORK CONTAINER LINE LTD,DYNAMIC NETWORK CONTAINER LINE LTD,large
DYNAMIC WORLD WIDE LOGISTICS INC,DYNAMIC WORLD WIDE LOGISTICS INC,medium
DYNASTY INTERNATIONAL INC,DYNASTY INTERNATIONAL INC,medium
DYNASTY SHIPPING INC,DYNASTY SHIPPING INC,small
E D & F MAN SHIPPING LTD,E D & F MAN SHIPPING LTD,medium
E FREIGHT SOLUTIONS INC,E FREIGHT SOLUTIONS INC,medium
E T I INTL INC,E T I INTL INC,small
E TWO E (E2E) LOGISTICS SOLUTIONS SL,E TWO E (E2E) LOGISTICS SOLUTIONS SL,medium
E-TOP SHIPPING CO LTD,E-TOP SHIPPING CO LTD,medium
EAGLE CHAMPION LIMITED,EAGLE CHAMPION LIMITED,medium
EAGLE SHIPPING LTD,EAGLE SHIPPING INTL (USA) LLC,large
EAGLE SHIPPING INTL (USA) LLC,EAGLE SHIPPING INTL (USA) LLC,large
EARTH CARGO INC,EARTH CARGO INC,small
EARTHTECH ENERGY SOLUTIONS LLC,EARTHTECH ENERGY SOLUTIONS LLC,micro
EAS,EAS,micro
EAST-WEST LOGISTICS INC,EAST-WEST LOGISTICS INC,medium
EASTERN BULK AS,EASTERN BULK AS,large
EASTERN PACIFIC SHIPPING PTE LTD,EASTERN BULK AS,large
EASTERN BULK CARRIERS AS,EASTERN BULK AS,large
EASTERN CAR LINER LTD,EASTERN CAR LINER LTD,large
EASTERN CONTAINER LINE,EASTERN CONTAINER LINE,medium
EASTERN CROSS LOGISTICS INC,EASTERN CROSS LOGISTICS INC,medium
EASTERN MEDITERRANEAN MARITIME LIMITED,EASTERN MEDITERRANEAN MARITIME LIMITED,medium
EASTERN NETWORK FORWARDERS LTD,EASTERN NETWORK FORWARDERS LTD,micro
EASTERN OCEAN TRANSPORTATION (HONGKONG) LTD,EASTERN OCEAN TRANSPORTATION (HONGKONG) LTD,small
EASTERN OCEAN TRANSPORTATION CO LTD,EASTERN OCEAN TRANSPORTATION (HONGKONG) LTD,small
EASTERN SHIPPING WORLDWIDE INC,EASTERN SHIPPING WORLDWIDE INC,medium
EASTMED COMPANY S A,EASTMED COMPANY S A,small
EASTRONG INTERNATIONAL LOGISTIC COMPANY,EASTRONG INTERNATIONAL LOGISTIC COMPANY,medium
EASY LINK INTL LOGISTICS (SHENZHEN) CO LTD,EASY LINK INTL LOGISTICS (SHENZHEN) CO LTD,micro
EASYWAY INTERNATIONAL LLC,EASYWAY INTERNATIONAL LLC,small
ECONOCARIBE CONSOLIDATORS INC,ECONOCARIBE CONSOLIDATORS INC,medium
ECOSHIP SENDIRIAN BERHAD,ECOSHIP SENDIRIAN BERHAD,small
ECU LINE,ECU LINE,large
ECU WORLDWIDE,ECU WORLDWIDE,medium
ECU-LINE LTD,ECU-LINE LTD,small
EDEN LOGISTICS PVT LTD,EDEN LOGISTICS PVT LTD,micro
EDF TRADING LTD,EDF TRADING LTD,medium
EDM INTERNATIONAL LOGISTICS INC,EDM INTERNATIONAL LOGISTICS INC,large
EFE,EFE,small
EFL CONTAINER LINES LLC,EFL CONTAINER LINES LLC,large
EGETRANS USA INC,EGETRANS ATLANTIC SERVICE,large
EGETRANS ATLANTIC SERVICE,EGETRANS ATLANTIC SERVICE,large
EGF INTERNATIONAL (HONG KONG) LIMITED,EGF INTERNATIONAL (HONG KONG) LIMITED,small
EGL MARITIME (INC),EGL MARITIME (INC),small
EGON OLDENDORFF,EGON OLDENDORFF,large
EGPN BULK CARRIER CO LTD,EGPN BULK CARRIER CO LTD,micro
EIGER SHIPPING S A,EIGER SHIPPING S A,micro
EIMSKIP LOGISTICS INC,EIMSKIP LOGISTICS INC,large
EIRINI MARITIME LTD,EIRINI MARITIME LTD,small
EITZEN BULK (DK) A/S,EITZEN BULK (DK) A/S,large
EITZEN CHEMICAL (SINGAPORE) PTE LTD,EITZEN CHEMICAL (SINGAPORE) PTE LTD,large
ELETSON CHARTERING INC,ELETSON CHARTERING INC,medium
ELFA TRANSPORT LIMITED,ELFA TRANSPORT LIMITED,micro
ELG LOGISTIC,ELG LOGISTIC,small
ELMIRA TANKERS MANAGEMENT S A,ELMIRA TANKERS MANAGEMENT S A,small
EM-LINES LIMITED,EM-LINES LIMITED,large
EMADTRANS,EMADTRANS,micro
EMAS AMC,EMAS AMC,small
EMBASSY CARGO INC,EMBASSY CARGO INC,medium
EMBASSY FREIGHT LLC,EMBASSY FREIGHT LLC,small
EMIRATES BULK CARRIERS LLC,EMIRATES BULK CARRIERS LLC,medium
EMO TRANS GMBH,EMO TRANS GMBH,medium
EMONS AIR & SEA GMBH,EMONS AIR & SEA GMBH,small
EMPIRE INTER-FREIGHT CORP,EMPIRE INTER-FREIGHT CORP,small
EMPRESA NAVIERA ELCANO SA,EMPRESA NAVIERA ELCANO SA,huge
EMU,EMU,medium
ENC INC,ENC INC,medium
ENCOMPASS GLOBAL LOGISTICS,ENCOMPASS GLOBAL LOGISTICS,medium
ENERGY FREIGHT SYSTEMS CORPORATION,ENERGY FREIGHT SYSTEMS CORPORATION,micro
ENERGY RESOURCE TECHNOLOGY GOM LLC,ENERGY RESOURCE TECHNOLOGY GOM LLC,micro
ENGLAND LOGISTICS,ENGLAND LOGISTICS,medium
ENSCO INTERNATIONAL INCORPORATED,ENSCO INTERNATIONAL INCORPORATED,large
ENSCO OFFSHORE COMPANY,ENSCO OFFSHORE COMPANY,micro
ENSIGN FREIGHT LIMITED,ENSIGN FREIGHT LIMITED,small
ENTERPRISES SHIPPING & TRADING SA,ENTERPRISES SHIPPING & TRADING SA,medium
EOLOS SHIPMANAGEMENT S A,EOLOS SHIPMANAGEMENT S A,micro
EP AMERICA INC,EP AMERICA INC,small
EPIC DIVING & MARINE SERVICES LLC,EPIC DIVING & MARINE SERVICES LLC,micro
EPPS SHIPPING,EPPS SHIPPING,medium
ERRIA A/S,ERRIA A/S,small
ESHIPPING,ESHIPPING,small
ESKO INC,ESKO INC,medium
ETH CARGO SERVICES INC,ETH CARGO SERVICES INC,medium
ETS EXPRESS LINE LTD,ETS EXPRESS LINE LTD,large
EUKOR CAR CARRIERS,EUKOR CAR CARRIERS,huge
EUMEX LINE SHENZHEN LIMITED,EUMEX LINE SHENZHEN LIMITED,large
EUNSAN SHIPPING & AIRCARGO CO LTD,EUNSAN SHIPPING & AIRCARGO CO LTD,medium
EURASIA CONTAINER LINE,EURASIA CONTAINER LINE,small
EURASIA EXPRESS,EURASIA EXPRESS,medium
EURO CARGO EXPRESS INC,EURO CARGO EXPRESS INC,micro
EURO ITALIAN FREIGHT SYSTEMS SRL,EURO ITALIAN FREIGHT SYSTEMS SRL,small
EURO LINE GLOBAL CO LTD,EURO LINE GLOBAL CO LTD,large
EUROBOX LINE,EUROBOX LINE,micro
EUROPEAN METAL RECYCLING LIMITED,EUROPEAN METAL RECYCLING LIMITED,large
EURYBIA LOGISTICS INC,EURYBIA LOGISTICS INC,large
EUSU LOGISTICS CO LTD,EUSU LOGISTICS CO LTD,medium
EVALEND SHIPPING CO SA-PANAMA,EVALEND SHIPPING CO SA-PANAMA,medium
EVANGEL SHIPPING INC,EVANGEL SHIPPING INC,medium
EVER BEST LOGISTICS U S A INC,EVER BEST LOGISTICS U S A INC,micro
EVER CONCORD LOGISTICS,EVER CONCORD LOGISTICS,small
EVER LINE LOGISTICS INC,EVER LINE LOGISTICS INC,micro
EVER-LEADING INTERNATIONAL INC,EVER-LEADING INTERNATIONAL INC,large
EVER-OK INTERNATIONAL FORWARDING CO LTD,EVER-OK INTERNATIONAL FORWARDING CO LTD,medium
EVER-SWIFT WORLDWIDE INC,EVER-SWIFT WORLDWIDE INC,small
EVEREST GLOBAL FREIGHT SERVICES INC,EVEREST GLOBAL FREIGHT SERVICES INC,small
EVERFAST FREIGHT FORWARDERS (P) LTD,EVERFAST FREIGHT FORWARDERS (P) LTD,small
EVERGAS MANAGEMENT A/S,EVERGAS MANAGEMENT A/S,large
EVERGLORY INTERNATIONAL LOGISTICS CO LTD,EVERGLORY INTERNATIONAL LOGISTICS CO LTD,small
EVERGREEN LINE,EVERGREEN LINE,huge
EVERIGHT LOGISTICS CO LTD,EVERIGHT LOGISTICS CO LTD,small
EVERISE GLOBAL LOGISTICS CO LTD,EVERISE GLOBAL LOGISTICS CO LTD,medium
EVERSCENE LOGISTICS CO LTD,EVERSCENE LOGISTICS CO LTD,small
EVERSTAR LOGISTICS CO LTD,EVERSTAR LOGISTICS CO LTD,medium
EXCEL NETWORK LIMITED,EXCEL NETWORK LIMITED,medium
EXCEL NETWORK SHANGHAI LIMITED,EXCEL NETWORK LIMITED,medium
EXCEL SHIPPING CO LTD,EXCEL SHIPPING CO LTD,medium
EXCELERATE ENERGY,EXCELERATE ENERGY,large
EXCELSIOR LOGISTICS LIMITED,EXCELSIOR LOGISTICS LIMITED,micro
EXEL TRANSPORTATION SERVICES INC,EXEL TRANSPORTATION SERVICES INC,small
EXMAR,EXMAR,medium
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,huge
EXPELOGIX (PVT) LTD,EXPELOGIX (PVT) LTD,small
EXPO FREIGHT PRIVATE LIMITED,EXPO FREIGHT PRIVATE LIMITED,medium
EXPOLANKA FREIGHT LIMITED,EXPOLANKA FREIGHT LIMITED,medium
EXPOLANKA USA LLC,EXPOLANKA FREIGHT LIMITED,medium
EXPORT CONSOLIDATION SERVICES (AUS) PTY LTD,EXPORT CONSOLIDATION SERVICES (AUS) PTY LTD,small
EXPRESS CONSOLIDATION SYSTEMS CORP,EXPRESS CONSOLIDATION SYSTEMS CORP,small
EXPRESS LOGISTICS SERVICES LLC,EXPRESS LOGISTICS SERVICES LLC,micro
EXPRESS TWO ONE (21) INC,EXPRESS TWO ONE (21) INC,small
EXXONMOBIL DEVELOPMENT COMPANY,EXXONMOBIL DEVELOPMENT COMPANY,small
EYON INTERNATIONAL TRANSPORTATION (SHANGHAI) CO LTD,EYON INTERNATIONAL TRANSPORTATION (SHANGHAI) CO LTD,micro
EZ LOGISTICS LLC,EZ LOGISTICS LLC,large
F & L TRANSPORTES,F & L TRANSPORTES,micro
F H BERTLING CHARTERING & SHIP MANAGEMENT PTE LTD,F H BERTLING CHARTERING & SHIP MANAGEMENT PTE LTD,medium
F S INTERNATIONAL LIMITED,F S INTERNATIONAL LIMITED,medium
F U CHEMICAL LOGISTICS NINGBO LTD,F U CHEMICAL LOGISTICS NINGBO LTD,micro
FA LOGISTICS INC,FA LOGISTICS INC,micro
FAFALUX GLOBAL CO LIMITED,FAFALUX GLOBAL CO LIMITED,micro
FAGO INTERNATIONAL INC,FAGO INTERNATIONAL INC,micro
FAIR TRADE SCHIFFAHRT HANDEL & LOGISTIK GMBH,FAIR TRADE SCHIFFAHRT HANDEL & LOGISTIK GMBH,small
FAIRCON LINE CO LTD,FAIRCON LINE CO LTD,small
FAIRFAX MARITIME S A,FAIRFAX MARITIME S A,medium
FAIRFIELD CHEMICAL CARRIERS INC,FAIRFIELD CHEMICAL CARRIERS INC,huge
FAIRWAY FREIGHT MANAGEMENT,FAIRWAY FREIGHT MANAGEMENT,medium
FAIRWEATHER STEAMSHIP CO LTD,FAIRWEATHER STEAMSHIP CO LTD,small
FALCON EXPRESS LINES INC,FALCON EXPRESS LINES INC,medium
FALCON LOGISTICS CO LTD,FALCON LOGISTICS CO LTD,micro
FALCON MARITIME AND AVIATION INC,FALCON MARITIME AND AVIATION INC,medium
FALCON NAVIGATION A/S,FALCON NAVIGATION A/S,medium
FAMOUS PACIFIC SHIPPING KOREA LTD,FAMOUS PACIFIC SHIPPING (HK) LTD,small
FAMOUS PACIFIC SHIPPING (HK) LTD,FAMOUS PACIFIC SHIPPING (HK) LTD,small
FAMOUS PACIFIC SHIPPING (SHENZHEN) LIMITED,FAMOUS PACIFIC SHIPPING (HK) LTD,small
FAN YANG LOGISTICS CO LTD,FAN YANG LOGISTICS CO LTD,medium
FANS TRANS (CHINA) LTD,FANS TRANS (CHINA) LTD,small
FANTASEA SHIP MANAGEMENT PTE LTD,FANTASEA SHIP MANAGEMENT PTE LTD,medium
FAR EAST FREIGHT NETWORKS INC,FAR EAST FREIGHT NETWORKS INC,small
FARENCO LOGISTICS INC,FARENCO LOGISTICS INC,small
FARENCO SHIPPING PTE LTD,FARENCO SHIPPING PTE LTD,medium
FARGO FREIGHT SA,FARGO FREIGHT SA,medium
FASTGROW INTERNATIONAL CO INC,FASTGROW INTERNATIONAL CO INC,medium
FASTIC SHIPPING CO LTD,FASTIC SHIPPING CO LTD,medium
FASTIC TRANSPORTATION CO LTD,FASTIC TRANSPORTATION CO LTD,medium
FAYETTE INTERNATIONAL HOLDINGS LIMITED,FAYETTE INTERNATIONAL HOLDINGS LIMITED,huge
FAYETTE INTERNATIONAL HOLDINGS LTD,FAYETTE INTERNATIONAL HOLDINGS LIMITED,huge
FCC LOGISTICS INC,FCC LOGISTICS INC,medium
FEDERAL ATLANTIC LAKES LINE,FEDERAL ATLANTIC LAKES LINE,huge
FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,huge
FEG LOGISTICS INC,FEG LOGISTICS INC,micro
FERCAM SPA,FERCAM SPA,micro
FERGUSON FIBERS INC,FERGUSON FIBERS INC,small
FERRARA INTERNATIONAL WORLDWIDE INC,FERRARA INTERNATIONAL WORLDWIDE INC,micro
FERROL TRUCKING SERVICES,FERROL TRUCKING SERVICES,medium
FFC INTERNATIONAL CO LTD,FFC INTERNATIONAL CO LTD,medium
FFS FREIGHT INTERNATIONAL INC,FFS FREIGHT INTERNATIONAL INC,medium
FG INTERNATIONAL LOGISTIC LTD,FG INTERNATIONAL LOGISTIC LTD,medium
FGN GLOBAL LOGISTICS INC,FGN GLOBAL LOGISTICS INC,small
FGS LOGISTICS CO LTD,FGS LOGISTICS CO LTD,small
FIBER DENIZCILIK VE GEMI ISLETMECILIGI TIC A S,FIBER DENIZCILIK VE GEMI ISLETMECILIGI TIC A S,small
FIBS LOGISTICS (CHINA) LIMITED,FIBS LOGISTICS (CHINA) LIMITED,micro
FIF LOGISTICS,FIF LOGISTICS,micro
FIL LINES USA INC,FIL LINES USA INC,small
FINAVAL S P A,FINAVAL S P A,medium
FIORINO SHIPPING SRL,FIORINO SHIPPING SRL,small
FIRESTONE DIVERSIFIED PRODUCTS LLC,FIRESTONE DIVERSIFIED PRODUCTS LLC,medium
FIRSTLINK FREIGHT INTERNATIONAL CORP,FIRSTLINK FREIGHT INTERNATIONAL CORP,small
FIVE OCEAN CORPORATION,FIVE OCEAN CORPORATION,medium
FLEXPORT INTERNATIONAL LLC,FLEXPORT INTERNATIONAL LLC,large
FLINTER SHIPPING,FLINTER SHIPPING,medium
FLYJAC LOGISTICS PVT LTD,FLYJAC LOGISTICS PVT LTD,medium
"FLYNN, BD WORLDWIDE CUSTOMS BROKERS & FREIGHT FORWARDERS","FLYNN, BD WORLDWIDE CUSTOMS BROKERS & FREIGHT FORWARDERS",micro
FM GLOBAL LOGISTICS (M) SDN BHD,FM GLOBAL LOGISTICS (M) SDN BHD,small
FMA-LINE,FMA-LINE,small
FMI SHIPPING,FMI SHIPPING,medium
FMS LINES,FMS LINES,small
FMS SEAWAYS AG,FMS SEAWAYS AG,large
FMW TOWING,FMW TOWING,large
FNROAD KOREA,FNROAD KOREA,small
FOCUS SHIPPING CORP,FOCUS SHIPPING CORP,medium
FOPPIANI SHIPPING & LOGISTICS S R L,FOPPIANI SHIPPING & LOGISTICS S R L,small
FOREMOST INTL FREIGHT SERVICES CORP,FOREMOST INTL FREIGHT SERVICES CORP,micro
FOREST SHIPPING INTERNATIONAL LTD,FOREST SHIPPING INTERNATIONAL LTD,medium
FORESTWAVE NAVIGATION BV,FORESTWAVE NAVIGATION BV,large
FOREWEST MARITIME,FOREWEST MARITIME,small
FORIN CONTAINER LINE,FORIN CONTAINER LINE,small
FORM LOGISTICS CORP,FORM LOGISTICS CORP,medium
FORMAN SHIPPING CO LTD,FORMAN SHIPPING CO LTD,micro
"FORMEL, STEVENSON FREIGHT SERVICES LLC","FORMEL, STEVENSON FREIGHT SERVICES LLC",large
FORMOSA CONTAINER LINE INC,FORMOSA CONTAINER LINE INC,micro
FORMOSA PLASTICS MARINE CORPORATION,FORMOSA PLASTICS MARINE CORPORATION,large
FORMOSA TRANSPORTATION CO LTD,FORMOSA TRANSPORTATION CO LTD,small
FORTUNA SEASIDE BULK CARRIERS A/S,FORTUNA SEASIDE BULK CARRIERS A/S,medium
FORTUNE (SHANGHAI) SUPPLY CHAIN MANAGEMENT CO LTD,FORTUNE (SHANGHAI) SUPPLY CHAIN MANAGEMENT CO LTD,micro
FORTUNE CARGO SERVICE CO LTD,FORTUNE CARGO SERVICE CO LTD,small
FORTUNE TRANSPORTATION CORP,FORTUNE TRANSPORTATION CORP,small
FOSS MARITIME COMPANY,FOSS MARITIME COMPANY,large
FOUR SEASON LOGISTICS CORPORATION,FOUR SEASON LOGISTICS CORPORATION,medium
FOUREVER INTERNATIONAL LIMITED,FOUREVER INTERNATIONAL LIMITED,medium
FOX GLOBAL LOGISTCS CORP,FOX GLOBAL LOGISTCS CORP,medium
FPS FAMOUS PACIFIC SHIPPING B V,FPS FAMOUS PACIFIC SHIPPING B V,micro
FPS LOGISTIC (USA) INC,FPS LOGISTIC (USA) INC,small
FRANCO VAGO INTERNATIONAL INC,FRANCO VAGO INTERNATIONAL INC,medium
FRATELLI D'AMATO ARMATORI SPA,FRATELLI D'AMATO ARMATORI SPA,medium
FREDERIC INTERNATIONAL CORP,FREDERIC INTERNATIONAL CORP,small
FREIGHT CARGO LOGISTICS,FREIGHT CARGO LOGISTICS,micro
FREIGHT EXPEDITERS,FREIGHT EXPEDITERS,micro
FREIGHT EXPRESS SHIPPING CORPORATION (FESCO),FREIGHT EXPEDITERS,micro
FREIGHT FORCE AG,FREIGHT FORCE AG,huge
FREIGHT LINKS INTERNATIONAL (PTE) LTD,FREIGHT LINKS INTERNATIONAL (PTE) LTD,medium
FREIGHT SYSTEMS INC,FREIGHT SYSTEMS INC,small
FREIGHTCO LOGISTICS,FREIGHTCO LOGISTICS,medium
FRONTIER LINER SERVICES INC,FRONTIER LINER SERVICES INC,medium
FRONTLINE AB,FRONTLINE AB,large
FSI CARGO CORP,FSI CARGO CORP,small
FTL-FAST TRANSIT LINE,FTL-FAST TRANSIT LINE,micro
FTS CONTAINER LINE,FTS CONTAINER LINE,small
FUJIAN OCEAN SHIP MANAGEMENT CO LTD,FUJIAN OCEAN SHIP MANAGEMENT CO LTD,small
FULL POWER LOGISTICS LTD,FULL POWER LOGISTICS LTD,small
FULLTRANS GLOBAL LINES,FULLTRANS GLOBAL LINES,medium
FUNDIDORA SONORA,FUNDIDORA SONORA,medium
1FUTURE FORWARDING COMPANY,FUTURE FORWARDING COMPANY,medium
FUTURE FORWARDING COMPANY,FUTURE FORWARDING COMPANY,medium
G & G MARINE INC,G & G MARINE INC,micro
G E LOGISTICS LTD,G E LOGISTICS LTD,small
G LINK EXPRESS LOGISTICS (SINGAPORE) PTE LTD,G LINK EXPRESS LOGISTICS (SINGAPORE) PTE LTD,medium
G TWO (G2) OCEAN US LTD,G TWO (G2) OCEAN US LTD,huge
G W NAVIGATION INC TRUST CO COMPLEX AJELTAKE ISL,G W NAVIGATION INC TRUST CO COMPLEX AJELTAKE ISL,medium
G W TRANS-WORLD CO,G W TRANS-WORLD CO,micro
GAC SHIPPING (USA) INC,GAC SHIPPING (USA) INC,micro
GALBORG PTE LTD (TRADING AS GULF AFRICA LINE),GALBORG PTE LTD (TRADING AS GULF AFRICA LINE),huge
GALLERY FOREST MARINE CORP,GALLERY FOREST MARINE CORP,micro
GARIP MARITIME LTD,GARIP MARITIME LTD,medium
GASCHEM SERVICES GMBH & CO KG,GASCHEM SERVICES GMBH & CO KG,large
GATEWAY INTERNATIONAL LLC,GATEWAY INTERNATIONAL LLC,small
GAVA INTERNATIONAL FREIGHT SPA,GAVA INTERNATIONAL FREIGHT SPA,small
GBP INTERNATIONAL INC,GBP INTERNATIONAL INC,small
GEP INTERNATIONAL FREIGHT FORWARDER INC,GBP INTERNATIONAL INC,small
GEARBULK POOL LTD,GEARBULK POOL LTD,huge
GEBRUDER WEISS INC,GEBRUDER WEISS INC,large
GENCO SHIP MANAGEMENT LLC,GENCO SHIP MANAGEMENT LLC,large
GENER8 MARITIME MANAGEMENT LLC,GENER8 MARITIME MANAGEMENT LLC,small
GENERAL MARITIME AGENCY INC,GENERAL MARITIME AGENCY INC,medium
GENERAL NOLI USA INC,GENERAL NOLI SPEDIZIONI INTERNAZIONALI SPA,large
GENERAL NOLI SPEDIZIONI INTERNAZIONALI SPA,GENERAL NOLI SPEDIZIONI INTERNAZIONALI SPA,large
GENERAL SHIPPING SERVICES LTD,GENERAL SHIPPING SERVICES LTD,medium
GEODIS WILSON USA INC,GEODIS WILSON USA INC,small
"GEORGE, ALLEN","GEORGE, ALLEN",medium
"GERLACH, F C & CO INC","GERLACH, F C & CO INC",medium
GF CONSOLIDATORS LIMITED,GF CONSOLIDATORS LIMITED,small
GF LOGISTICS USA LLC,GF LOGISTICS USA LLC,micro
GFS GLOBAL LOGISTICS LLC,GFS GLOBAL LOGISTICS LLC,micro
GGL LINES INC,GGL LINES INC,micro
GL CONTAINER LINE,GL CONTAINER LINE,medium
GLC OCEAN LINES LIMITED,GLC OCEAN LINES LIMITED,medium
GLENDA INTERNATIONAL MANAGEMENT LIMITED,GLENDA INTERNATIONAL MANAGEMENT LIMITED,medium
GLOBAL ALLIANCE LINE,GLOBAL ALLIANCE LINE,medium
GLOBAL ALLIANCE LOGISTICS INC,GLOBAL ALLIANCE LINE,medium
GLOBAL CARGO EXPRESS INC,GLOBAL CARGO CONNECTION,small
GLOBAL CARGO CONNECTION,GLOBAL CARGO CONNECTION,small
GLOBAL CARGO CORPORATION,GLOBAL CARGO CONNECTION,small
GLOBAL CHARTERING LTD,GLOBAL CHARTERING LTD,huge
GLOBAL CONTAINER LINE,GLOBAL CONTAINER LINE,large
GLOBAL EXPRESS LINES S A MAJURO,GLOBAL EXPRESS LINES S A MAJURO,large
GLOBAL FAIRWAYS INC,GLOBAL FAIRWAYS INC,small
9GLOBAL FAIRWAYS INC,GLOBAL FAIRWAYS INC,small
GLOBAL FORWARDING LTD,GLOBAL FORWARDING LTD,medium
GLOBAL GOODS CORP,GLOBAL GOODS CORP,small
GLOBAL INTERTRANS,GLOBAL INTERTRANS,small
GLOBAL LINK LOGISTICS,GLOBAL LINK LOGISTICS,large
GLOBAL LOGISTICS ASSOCIATES,GLOBAL LOGISTICS ASSOCIATES,small
GLOBAL MARITIME TRUST (S) PTE LTD,GLOBAL MARITIME TRUST (S) PTE LTD,medium
GLOBAL OCEAN AGENCY LINES LLC,GLOBAL OCEAN AGENCY LINES LLC,large
GLOBAL PARTNER LOGISTICS INC,GLOBAL PARTNER LOGISTICS INC,medium
GLOBAL PRO LOGISTICS,GLOBAL PRO LOGISTICS,medium
GLOBAL PRO LOGISTICS CO LTD,GLOBAL PRO LOGISTICS,medium
GLOBAL TRANSPORTATION CORPORATION,GLOBAL TRANSPORTATION CORPORATION,large
GLOBAL WINE LOGISTICS INC,GLOBAL WINE LOGISTICS INC,small
GLOBE EXPRESS SERVICES LTD,GLOBE EXPRESS LOGISTICS CO LTD,large
GLOBE EXPRESS LOGISTICS CO LTD,GLOBE EXPRESS LOGISTICS CO LTD,large
GLOBE SUCCESS INTERNATIONAL TRANSPORTATION (SHENZHEN) LTD,GLOBE SUCCESS INTERNATIONAL TRANSPORTATION (SHENZHEN) LTD,medium
GLOBELINE SHIPPING INC,GLOBELINE SHIPPING INC,micro
GLOBELINK FALLOW LIMITED,GLOBELINK FALLOW LIMITED,micro
GLOBERUNNERS INCORPORATED,GLOBERUNNERS INCORPORATED,small
GLORY ASIA OCEAN SHIPPING LTD,GLORY ASIA OCEAN SHIPPING LTD,micro
GLORY INTERNATIONAL LOGISTICS LTD,GLORY INTERNATIONAL LOGISTICS LTD,small
GLOTRANS INTERNATIONAL INC,GLOTRANS INTERNATIONAL INC,micro
GLOVIS CO LTD,GLOVIS CO LTD,large
GMB MARITIME LINER SERVICES GMBH & CO KG,GMB MARITIME LINER SERVICES GMBH & CO KG,large
GMC INC,GMC INC,large
GNFB3 CO INC,GNFB3 CO INC,medium
GOLDEN BRIDGE INTERNATIONAL INC,GOLDEN BRIDGE INTERNATIONAL INC,large
GOLDEN OCEAN LINE LTD,GOLDEN OCEAN LINE LTD,small
GOLDEN PADLOCK LLC,GOLDEN PADLOCK LLC,small
GOLDEN-AGRI MARITIME PTE LTD,GOLDEN-AGRI MARITIME PTE LTD,large
GOLDEVER INTERNATIONAL LOGISTICS CO LTD,GOLDEVER INTERNATIONAL LOGISTICS CO LTD,small
GOLDSTAR GLOBAL LOGISTIC LLC,GOLDSTAR GLOBAL LOGISTIC LLC,medium
GOLDWAY LOGISTICS SERVICE CO LTD,GOLDWAY LOGISTICS SERVICE CO LTD,small
GOOD ONE,GOOD ONE,micro
GOPLUS LOGISTICS (HK) LIMITED,GOPLUS LOGISTICS (HK) LIMITED,micro
GPO HEAVYLIFT AS,GPO HEAVYLIFT AS,micro
GPS SHIPPING INC,GPS SHIPPING INC,micro
GRACE TRADING CORPORATION LLC,GRACE TRADING CORPORATION LLC,large
GRAMTER INTERNATIONAL (USA) CO LTD,GRAMTER INTERNATIONAL (USA) CO LTD,large
GRAND CHINA SHIPPING (YANTAI) CO LTD,GRAND CHINA SHIPPING (YANTAI) CO LTD,small
GRANDER LOGISTICS (XIAMEN) CO LTD,GRANDER LOGISTICS (XIAMEN) CO LTD,micro
GRANDWIN LOGISTICS LLC,GRANDWIN LOGISTICS LLC,medium
GREAT AMERICAN LINES INC,GREAT AMERICAN LINES INC,large
GREAT CHANCE SHIPPING LTD,GREAT CHANCE SHIPPING LTD,small
GREAT WHITE FLEET LINER SERVICES LTD,GREAT WHITE FLEET CORP,huge
GREAT WHITE FLEET CORP,GREAT WHITE FLEET CORP,huge
GREAT WHITE FLEET LTD,GREAT WHITE FLEET CORP,huge
GREATHORSE CHEMICAL CHARTERING (HK) LIMITED,GREATHORSE CHEMICAL CHARTERING (HK) LIMITED,medium
GREATHORSE INTERNATIONAL SHIP MANAGEMENT CO LTD,GREATHORSE INTERNATIONAL SHIP MANAGEMENT CO LTD,medium
GREATING MARINE INC,GREATING MARINE INC,medium
GREATWELL USA INC,GREATWELL USA INC,medium
GREEN CHARTERING A/S,GREEN CHARTERING A/S,medium
